Region,Country,Location,Longitude,Latitude,Source,Primary Reason for Exclusion,Additional Information,Reference(s),,,,,,,,,
Europe,France,"Grand Est, Ile-de-France, Nouvelle-Aquitaine",NA,NA,SeroTracker,advanced economy,,https://www.medrxiv.org/content/10.1101/2020.09.16.20195693v1,https://www.sciencedirect.com/science/article/pii/S2666991920000329,https://www.medrxiv.org/content/10.1101/2020.11.06.20227025v1,https://www.youtube.com/watch?v=2pzPZge1euE,used in modelling:  https://www.thelancet.com/journals/lanpub/article/PIIS2468-2667(21)00064-5/fulltext,https://www.clinicaltrials.gov/ct2/show/NCT04392388,,,,
Europe,France,Grand Nancy,NA,NA,SeroTracker,advanced economy,,https://www.mdpi.com/1999-4915/13/6/1076/htm,https://www.medrxiv.org/content/10.1101/2021.02.10.21250862v1.full,https://factuel.univ-lorraine.fr/node/16383,https://clinicaltrials.gov/ct2/show/NCT04448769,https://factuel.univ-lorraine.fr/node/14683,https://ichgcp.net/clinical-trials-registry/NCT04448769,,,,
Europe,France,Perpignan: 3 districts,NA,NA,SeroTracker,advanced economy,,https://www.medrxiv.org/content/10.1101/2021.03.05.21252835v1,https://www.santepubliquefrance.fr/etudes-et-enquetes/scope-une-etude-de-seroprevalence-aupres-d-une-population-vulnerable-de-perpignan,https://www.santepubliquefrance.fr/presse/2020/covid-19-premiers-resultats-d-une-etude-de-seroprevalence-aupres-d-une-population-vulnerable-de-perpignan,,,,,,,
Europe,Luxembourg,national,NA,NA,SeroTracker,advanced economy,non-probabilistic sampling,https://www.medrxiv.org/content/10.1101/2020.05.11.20092916v1,https://researchluxembourg.lu/2020/06/03/con-vince-study-results-second-testing-phase/,https://researchluxembourg.lu/covid-19-taskforce/con-vince/,,,,,,,
Europe,Netherlands,national,NA,NA,SeroTracker,advanced economy,,https://jech.bmj.com/content/early/2020/11/28/jech-2020-215678,https://www.rivm.nl/pienter-corona-studie/resultaten,https://www.rivm.nl/en/pienter-corona-study/results,https://www.medrxiv.org/content/10.1101/2021.03.29.21254334v1,https://wwwnc.cdc.gov/eid/article/27/2/20-2999_article,IFR calculations:  https://www.rivm.nl/coronavirus-covid-19/ziekte,,,,
Europe,Netherlands,Amsterdam,NA,NA,SeroTracker,advanced economy,insufficient information about sample design,https://www.medrxiv.org/content/10.1101/2021.03.08.21252788v1.full-text,https://www.medrxiv.org/content/10.1101/2021.07.21.21260956v1.full,,,,,,,,
Europe,Switzerland,Basel: Basel-Landschaft canton (CI = Corona Immunitas),NA,NA,Google,advanced economy,insufficient information about assay,https://www.corona-immunitas.ch/en/,page 12: https://web.archive.org/web/20201019035807/https://static1.squarespace.com/static/5ecec1e784a2b8398ca91ec9/t/5f6c64df2e37aa70f99f716e/1600939253106/200924_Slides_Corona+Immunitas+at+FOPH.pdf,https://www.corona-immunitas.ch/en/program/studies/d1-covco-basel/,https://www.swisstph.ch/en/projects/covcobasel/,https://www.bs.ch/nm/2020-coronavirus-studie-zu-auswirkungen-und-antikoerpern-in-beiden-basel-gd.html,table 1: https://link.springer.com/article/10.1007/s00038-020-01494-0,,,,
Europe,Switzerland,Basel: Basel-Stadt / Basel-City canton (CI),NA,NA,Google,advanced economy,,https://www.corona-immunitas.ch/en/,page 12: https://web.archive.org/web/20201019035807/https://static1.squarespace.com/static/5ecec1e784a2b8398ca91ec9/t/5f6c64df2e37aa70f99f716e/1600939253106/200924_Slides_Corona+Immunitas+at+FOPH.pdf,https://www.corona-immunitas.ch/en/program/studies/d1-covco-basel/,https://www.swisstph.ch/en/projects/covcobasel/,https://www.bs.ch/nm/2020-coronavirus-studie-zu-auswirkungen-und-antikoerpern-in-beiden-basel-gd.html,table 1: https://link.springer.com/article/10.1007/s00038-020-01494-0,,,,
Europe,Switzerland,Bern (CI),NA,NA,Google,advanced economy,,https://www.unibe.ch/news/media_news/media_relations_e/media_releases/2021/media_releases_2021/only_14_of_the_bernese_population_have_antibodies_against_coronavirus/index_eng.html,https://www.unibe.ch/actualits/mdias/media_relations_f/communiqus_de_presse/2021/communiqus_de_presse_2021/seulement_14_de_la_population_bernoise_possde_des_anticorps_contre_le_coronavirus/index_fra.html,https://www.corona-immunitas.ch/en/,https://www.corona-immunitas.ch/en/program/studies/g1-corona-immunitas-bern/,table 1: https://link.springer.com/article/10.1007/s00038-020-01494-0,,,,,
Europe,Switzerland,Fribourg (CI),NA,NA,SeroTracker,advanced economy,,page 12: https://web.archive.org/web/20201019035807/https://static1.squarespace.com/static/5ecec1e784a2b8398ca91ec9/t/5f6c64df2e37aa70f99f716e/1600939253106/200924_Slides_Corona+Immunitas+at+FOPH.pdf,https://www.corona-immunitas.ch/en/,https://www.unifr.ch/med/imf/fr/assets/public/images/COVID-19/2020-PopHealthLab-Corona-Immunitas-E1.pdf,https://www.corona-immunitas.ch/en/program/studies/c1-corona-immunitas-fribourg/,https://www3.unifr.ch/med/imf/fr/news/covid19/corona-immunitas/,table 1: https://link.springer.com/article/10.1007/s00038-020-01494-0,,,,
Europe,Switzerland,Geneva (CI),NA,NA,SeroTracker,advanced economy,,table S2: https://www.medrxiv.org/content/10.1101/2020.12.16.20248180v1.supplementary-material,https://www.corona-immunitas.ch/en/,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)31304-0/fulltext,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(20)30584-3/fulltext,page 12: https://web.archive.org/web/20201019035807/https://static1.squarespace.com/static/5ecec1e784a2b8398ca91ec9/t/5f6c64df2e37aa70f99f716e/1600939253106/200924_Slides_Corona+Immunitas+at+FOPH.pdf,table 1: https://link.springer.com/article/10.1007/s00038-020-01494-0,,,,
Europe,Switzerland,Luzern (CI),NA,NA,Google,advanced economy,,https://www.corona-immunitas.ch/en/,https://www.corona-immunitas.ch/en/program/studies/h1-corona-immunitas-luzern/,https://www.corona-immunitas.ch/en/news/regional-update-march-2021/,table 1: https://link.springer.com/article/10.1007/s00038-020-01494-0,,,,,,
Europe,Switzerland,Neuchâtel canton (CI),NA,NA,SeroTracker,advanced economy,,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/coronaimmunitas/Pages/R%c3%a9sultats-de-l'%c3%a9tude.aspx,https://www.corona-immunitas.ch/en/,https://www.corona-immunitas.ch/en/program/studies/b2-corona-immunitas-neuchatel/,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/_covid_CoronaImmunitas_InformationDetaillee.pdf,table 1: https://link.springer.com/article/10.1007/s00038-020-01494-0,assay characteristics: https://jvi.asm.org/content/95/3/e01828-20,,,,
Europe,Switzerland,"Ticino [Cantonal Doctor's office, not CI]",NA,NA,Google,advanced economy,,https://www4.ti.ch/area-media/comunicati/dettaglio-comunicato/?NEWS_ID=188153&tx_tichareamedia_comunicazioni%5Baction%5D=show&tx_tichareamedia_comunicazioni%5Bcontroller%5D=Comunicazioni&cHash=bea1ca89d443e685b2a9079f42186b3d,https://www4.ti.ch/dss/dsp/covid19/popolazione/situazione-epidemiologica/,https://www.ibsagroup.com/media/news/IBSA-donates-serology-study-development-covid-19.html,,,,,,,
Europe,Switzerland,Ticino (CI),NA,NA,SeroTracker,advanced economy,,page 12: https://web.archive.org/web/20201019035807/https://static1.squarespace.com/static/5ecec1e784a2b8398ca91ec9/t/5f6c64df2e37aa70f99f716e/1600939253106/200924_Slides_Corona+Immunitas+at+FOPH.pdf,https://www.corona-immunitas.ch/en/,https://www.corona-immunitas.ch/update/corona-immunitas-ticino-insieme-per-reagire-al-via-la-seconda-fase-del-progetto,https://www.corona-immunitas-ticino.ch/,antibody test: https://www2.supsi.ch/cms/corona-immunitas-ticino/wp-content/uploads/sites/49/2021/02/Documento-infografico-per-linterpretazione-del-risultato-del-test-anticorpale-di-Corona-Immunitas-Ticino-.pdf,https://www.biomed.usi.ch/en/feeds/8913,https://www.corona-immunitas.ch/en/program/studies/f1-corona-immunitas-ticino/,table 1: https://link.springer.com/article/10.1007/s00038-020-01494-0,,
Europe,Switzerland,Val Mesolcina,NA,NA,SeroTracker,advanced economy,,https://www.mdpi.com/2076-0817/10/4/465/htm,,,,,,,,,
Europe,Switzerland,Vaud (CI),NA,NA,SeroTracker,advanced economy,,https://www.corona-immunitas.ch/en/,https://www.corona-immunitas.ch/en/program/studies/b1-serocovid-general-population/,page 12: https://web.archive.org/web/20201019035807/https://static1.squarespace.com/static/5ecec1e784a2b8398ca91ec9/t/5f6c64df2e37aa70f99f716e/1600939253106/200924_Slides_Corona+Immunitas+at+FOPH.pdf,https://jvi.asm.org/content/early/2020/10/30/JVI.01828-20,"""Fenwick"" in Serotracker: https://www.medrxiv.org/content/10.1101/2020.11.17.20233460v2.supplementary-material",table 1: https://link.springer.com/article/10.1007/s00038-020-01494-0,https://www.unisante.ch/fr/unisante/actualites/covid-19-7-vaudoises-infectees,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/port-du-masque-quarantaine-tests-ems-conseils-sante-symptomes-etc/coronavirus-serologies/,https://www.vd.ch/toutes-les-actualites/communiques-de-presse/detail/communique/les-resultats-preliminaires-de-letude-menee-aupres-de-la-population-du-canton-pour-comprendre-comme/,https://serocovid.unisante.ch/
Europe,Switzerland,Zurich (CI),NA,NA,Google,advanced economy,insufficient information about assay,page 12: https://web.archive.org/web/20201019035807/https://static1.squarespace.com/static/5ecec1e784a2b8398ca91ec9/t/5f6c64df2e37aa70f99f716e/1600939253106/200924_Slides_Corona+Immunitas+at+FOPH.pdf,https://www.corona-immunitas.ch/en/,https://www.corona-immunitas.ch/en/program/studies/e1-corona-immunitas-zurich/,https://www.ebpi.uzh.ch/en/translational_research/community_and_health/seroprevalence_corona_immunitas.html,https://www.zh.ch/de/news-uebersicht/medienmitteilungen/2021/02/zuercher-studien-zu-seropraevalenz-von-spitex--und-heimpersonal-sowie-zu-immunantwort-und-langzeitfolgen-bei-corona-positiv-getesteten.html,table 1: https://link.springer.com/article/10.1007/s00038-020-01494-0,,,,
Europe,Andorra,national,NA,NA,SeroTracker,advanced economy,,https://www.sciencedirect.com/science/article/pii/S266677622100096X,https://www.researchsquare.com/article/rs-119323/v1,https://www.govern.ad/comunicats/item/11629-els-tests-d-anticossos-permeten-diagnosticar-78-positius-de-la-covid-19-que-podrien-haver-contagiat-unes-360-persones,https://www.govern.ad/comunicats/item/11577-martinez-benazet-agraeix-a-institucions-voluntaris-i-a-la-poblacio-que-ha-participat-en-l-estudi-nacional-d-anticossos,,,,,,
Europe,Monaco,national,NA,NA,Google,advanced economy,insufficient information about assay,"""What results has the [...]""  :  http://web.archive.org/web/20201111050058/https://covid19.mc/en/covid-19-informations-gouvernement-princier/tout-sur-les-tests-diagnostics/",https://web.archive.org/web/20201111051456/https://pbs.twimg.com/media/EmhLPpBXIAEZg2M?format=jpg&name=small,https://twitter.com/GvtMonaco/status/1262330404851384320,https://twitter.com/GvtMonaco/status/1263880919783530501,https://twitter.com/GvtMonaco/status/1266398393125023745,https://www.tellerreport.com/news/2020-06-16-monaco-has-tested-its-population-and-the-seroprevalence-rate-is-very-low.SJ66VJ4UT8.html,,,,
Europe,Spain,national,NA,NA,SeroTracker,advanced economy,,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)31483-5/fulltext,https://www.mscbs.gob.es/gabinetePrensa/notaPrensa/pdf/15.12151220163348113.pdf,https://www.bmj.com/content/371/bmj.m4509,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)32266-2/fulltext#sec1,https://portalcne.isciii.es/enecovid19/informes/informe_final.pdf,https://portalcne.isciii.es/enecovid19/,,,,
Europe,Spain,Arganda del Rey,NA,NA,SeroTracker,advanced economy,,https://www.ayto-arganda.es/noticias/resultados-de-la-tercera-y-ultima-tanda-del-estudio-serologico-de-prevalencia-de-arganda-del-rey/,https://www.ayto-arganda.es/noticias/comienza-la-primera-tanda-del-estudio-serologico-de-prevalencia-de-arganda-del-rey/,https://www.ayto-arganda.es/noticias/desde-este-lunes-se-esta-realizando-la-segunda-tanda-del-estudio-serologico-de-prevalencia/,https://www.ayto-arganda.es/noticias/hoy-arranca-tercera-y-ultima-tanda-del-estudio-serologico-de-prevalencia-donde-habra-citas-para-personas-voluntarias/,,,,,,
Europe,Spain,Barcelona: community area,NA,NA,SeroTracker,advanced economy,unclear if GP practices cover a representative majority of the population,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7797756/,,,,,,,,,
Europe,Spain,Cantabria,NA,NA,SeroTracker,advanced economy,,https://www.nature.com/articles/s41598-021-89236-x,,,,,,,,,
Europe,Spain,Catalonia,NA,NA,SeroTracker,advanced economy,non-representative sample,https://www.researchsquare.com/article/rs-448363/v1,,,,,,,,,
Europe,Spain,Cendea de Cizur (in Navarra),NA,NA,SeroTracker,advanced economy,insufficient information about sample design,https://www.isglobal.org/en_GB/-/coronavirus-nuevos-datos-de-seroprevalencia-para-un-municipio-en-navarra,https://www.isglobal.org/en/-/encuesta-serologica-cendea-de-cizur,https://www.isglobal.org/en/healthisglobal/-/custom-blog-portlet/isglobal-y-la-universidad-de-navarra-ponen-en-marcha-un-nuevo-estudio-de-seroprevalencia-de-la-covid-19-en-la-cendea-de-ciz-2/8000927/11904,https://www.isglobal.org/en/-/isglobal-y-el-hospital-clinic-inician-dos-nuevos-estudios-para-combatir-la-covid-19,https://www.youtube.com/watch?v=Nraa08aawjY&list=PLpt0ABnq8FHL3dvFQXQ9dJIC7eabUZlpr,,,,,
Europe,Spain,Torrejón de Ardoz,NA,NA,SeroTracker,advanced economy,,https://www.ayto-torrejon.es/index.php/noticia/nota-de-prensa/el-estudio-de-seroprevalencia-de-torrejon-de-ardoz-revela-una-prevalencia-de,https://www.ayto-torrejon.es/sites/default/files/inline-files/dossier%20estudio%20Torrej%C3%B3n.pdf,https://www.ayto-torrejon.es/index.php/revista-plaza-mayor/2/jun-2020,https://www.ayto-torrejon.es/sites/default/files/inline-files/Consentimiento%20estudio%20epidemiol%C3%B3gico%2028-05-2020.pdf,,,,,,
Europe,Portugal,national,NA,NA,SeroTracker,advanced economy,non-probabilistic sampling,https://actamedicaportuguesa.com/revista/index.php/amp/article/view/15122/6245,http://www.insa.min-saude.pt/wp-content/uploads/2020/07/ISN_COVID19_Relatorio_31_07_2020.pdf,https://www.sns.gov.pt/noticias/2021/03/05/covid-19-inquerito-serologico-do-insa/?utm_source=rss&utm_medium=rss&utm_campaign=covid-19-inquerito-serologico-do-insa,,,,,,,
Europe,Italy,national,NA,NA,SeroTracker,advanced economy,,https://www.istat.it/it/archivio/246156,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4998,https://www.istat.it/it/archivio/243340,https://www.tandfonline.com/doi/abs/10.1080/20477724.2020.1827617,,,,,,
Europe,Italy,Ariano Irpino,NA,NA,SeroTracker,advanced economy,convenience sample,https://www.future-science.com/doi/10.2144/fsoa-2020-0203,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7802431/,https://www.giustizianews24.it/2020/05/28/coronavirus-lincubo-senza-fine-di-ariano-irpino-60-positivi-al-tampone-dopo-i-test-sierologici/,,,,,,,
Europe,Italy,Caldari Ortona,NA,NA,SeroTracker,advanced economy,,https://www.mdpi.com/2076-2607/8/11/1711/htm,https://www.facebook.com/permalink.php?story_fbid=2641849239395478&id=1570274993219580,https://www.rete8.it/cronaca/345test-sierologici-12-cittadini-caldari-ortona-positivi-con-anticorpi-al-covid-19/,,,,,,,
Europe,Italy,Castiglione D'Adda,NA,NA,SeroTracker,advanced economy,,https://www.journalofinfection.com/article/S0163-4453(20)30629-0/fulltext,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0246513,https://www.medrxiv.org/content/10.1101/2020.06.06.20124081v1,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3668431,https://poseidon01.ssrn.com/delivery.php?ID=558024120114001065081066013064123028001081036015093092028031018024009109037103017079096121114071083006102098121117072079074008093114071058022020074024027021064063126023019000072003049015071014100047030099039009013120000005106006068087125115090104079072113024028026110091105086127123020068013&EXT=pdf&INDEX=TRUE,https://www.medrxiv.org/content/10.1101/2020.06.24.20138875v2,,,,
Europe,Italy,Cogne,NA,NA,SeroTracker,advanced economy,,https://www.medrxiv.org/content/10.1101/2021.03.19.21253962v1.full-text,,,,,,,,,
Europe,Italy,Lodi (only randomly selected general population),NA,NA,SeroTracker,advanced economy,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3650227,,,,,,,,,
Europe,Italy,"South Tyrol, excludes Val Gardena",NA,NA,Twitter,advanced economy,insufficient information about assay,https://astat.provinz.bz.it/de/aktuelles-publikationen-info.asp?news_action=4&news_article_id=642924,https://www.suedtirolnews.it/chronik/erste-ergebnisse-der-landesweiten-covid-19-studie,https://sabes.it/de/news.asp?aktuelles_action=4&aktuelles_article_id=641214,,,,,,,
Europe,Italy,Trento: 5 municipalities,NA,NA,SeroTracker,advanced economy,,https://www.clinicalmicrobiologyandinfection.com/article/S1198-743X(20)30709-6/fulltext#secsectitle0045,follow-up: https://www.medrxiv.org/content/10.1101/2020.11.11.20229062v2.full-text,,,,,,,,
Europe,Italy,Val Gardena and associated regions,NA,NA,SeroTracker,advanced economy,,https://www.medrxiv.org/content/10.1101/2021.03.19.21253883v1.full-text,"https://astat.provinz.bz.it/de/aktuelles-publikationen-info.asp?news_action=300&news_image_id=1074600  (""Study on the prevalence of Covid-19 in the Val Gardena - June 2020"")",,,,,,,,
Europe,Italy,Verona,NA,NA,SeroTracker,advanced economy,,https://wwwnc.cdc.gov/eid/article/27/1/20-2740_article,https://bmjopen.bmj.com/content/10/10/e040036.long,,,,,,,,
Europe,Italy,Vo',NA,NA,SeroTracker,advanced economy,,https://www.nature.com/articles/s41467-021-24622-7,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3792892,supporting table S1: https://www.medrxiv.org/content/10.1101/2020.11.09.20228023v1,methodology for an earlier study: https://www.nature.com/articles/s41586-020-2488-1,methodology for an earlier study: https://www.medrxiv.org/content/10.1101/2020.04.17.20053157v1.full,,,,,
Africa,Cape Verde,National,-23.92,15.92,SeroTracker,use of unreliable assay,,https://biomedgrid.com/pdf/AJBSR.MS.ID.001835.pdf,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3762489,https://web.archive.org/web/20201207061546/http://www.minsaude.gov.cv/index.php/documentosite/coronavirus-covid-19/539-inquerito-sero-prevalencia-sobre-a-covid-19/file?fbclid=IwAR1epD8GSbSKr8aHTcSVBDMTpStSwuKEBKG3qKFuF7kV86RlK7SJ5S3O3zo,https://covid19.cv/inquerito-sero-epidemiologico-da-infeccao-por-sars-cov-2-em-cabo-verde/,https://www.youtube.com/watch?v=1kHYd7Wy8LM,https://covid19.cv/o-estudo-de-sero-prevalencia-da-covid-19-em-cabo-verde-revelou-uma-prevalencia-de-04/,,,,
Africa,Ghana,Great Accra region: selected locations,-0.2,5.55,MedRxiv,non-representative sample,"sampling shoppers, etc.",https://www.medrxiv.org/content/10.1101/2021.04.25.21256067v2.full-text,https://www.ug.edu.gh/announcements/webinar-results-waccbip-covid-19-seroprevalence-studies-parts-southern-ghana,https://www.waccbip.org/1-million-people-already-exposed-to-covid-19-in-accra-scientists-estimate/,,,,,,,
Africa,Malawi,Karonga + Lilongwe,33.76,-13.98,Twitter,insufficient information about sample design,,http://www.meiru.info/covid-19-research/,https://twitter.com/DrToniHo/status/1371476615058833411,,,,,,,,
Africa,Mali,"Bancoumana town, Donéguébougou, Sotuba",-4,17,SeroTracker,non-representative sample,,https://www.medrxiv.org/content/10.1101/2021.04.26.21256016v1.full-text,,,,,,,,,
Africa,Nigeria,"Enugu, Gombe, Lagos, Nasarawa states",3.38,6.46,Google,insufficient information about assay,,https://ncdc.gov.ng/news/item/323/?t=ncdc-and-nimr-release-findings-of-covid-19-household-seroprevalence-surveys-in-four-states-of-nigeria,http://ciheb.org/News/COVID-19-Survey-Releases-Preliminary-Estimates-of-Seroprevalence-in-Nigeria/,http://ciheb.org/news/COVID-19-Survey-Launches-in-Nigeria/,https://ncdc.gov.ng/reports/277/2020-september-week-36,page 20: https://www.cdc.gov/coronavirus/2019-ncov/downloads/global-covid-19/seroprevalence-surveys-for-COVID-19.pdf,https://twitter.com/CIHEB_Nigeria/status/1369987432704323588,https://ncdc.gov.ng/news/267/ncdc-and-nimr-launch-covid-19-household-seroprevalence-surveys-in-selected-states-of-nigeria,,,
Africa,Sierra Leone,National,-12.1,8.5,SeroTracker,post-cutoff specimen collection,,https://www.medrxiv.org/content/10.1101/2021.06.27.21259271v1.full-text,,,,,,,,,
Africa,South Africa,Agincourt (PHIRST-C study),31.23,-24.83,SeroTracker,non-representative sample,non-probabilistic selection of villages,https://wwwnc.cdc.gov/eid/article/27/12/21-1465_article,https://www.medrxiv.org/content/10.1101/2021.05.26.21257849v1.full-text,,,,,,,,
Africa,South Africa,Gauteng Province,28,-26,SSRN,insufficient information about assay,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3855442,from 30:07 : https://twitter.com/GautengProvince/status/1390594582975590400,https://www.gauteng.gov.za/Publications/PublicationDetails/FB23F01D-3BBB-414D-8258-64A6209AE7E8,https://twitter.com/GautengProvince/status/1390602906722836482,https://ms-my.facebook.com/GautengGov/photos/pcb.4519847371378299/4519846551378381,https://ms-my.facebook.com/GautengGov/photos/pcb.4519872254709144/4519871988042504,https://ms-my.facebook.com/GautengGov/photos/pcb.4519874848042218/4519874428042260,https://www.gauteng.gov.za/Services/Search?searchText=COVID-19%20antibody%20survey,https://www.covid-arg.com/post/seroprevalence-survey-result-in-gauteng-south-africa,
Middle East,Afghanistan,National,69.2,34.52,SeroTracker,insufficient information about assay,"no information about confidence intervals or sample size used to find for test characteristics, assay name; Novazym assay was not ""FDA authorized"", contrary to the report",https://moph.gov.af/sites/default/files/2020-08/Final%20COVID-19%20Survey%20English%20Report.pdf,https://archive.is/hzcSv,https://twitter.com/mophofficial/status/1290959681545019393,,,,,,,
Middle East,Kyrgyzstan,National,75,41,Google,insufficient information about assay,,http://med.kg/en/news/3376-preliminary-results-of-seroepidemiological-covid-19-testing-in-kyrgyzstan.html,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7898654/,page 35: https://www.cdc.gov/coronavirus/2019-ncov/downloads/global-covid-19/seroprevalence-surveys-for-COVID-19.pdf,,,,,,,
Middle East,Palestine,West Bank,35.38,32,Google,non-representative sample,failed to reach >35% of sample reporting as female,https://bmjopen.bmj.com/content/11/2/e044552.long,https://www.medrxiv.org/content/10.1101/2020.08.28.20180083v3,,,,,,,,
Middle East,Turkey,National,35,39,Twitter,insufficient information about sample design,,https://twitter.com/drfahrettinkoca/status/1278596313379213312,https://www.sozcu.com.tr/2020/saglik/saglik-bakani-fahrettin-koca-turkiyenin-antikor-testi-sonuclarini-acikladi-5906832/,https://www.youtube.com/watch?v=0DyL3Ha-ImE,https://ahvalnews.com/turkey-coronavirus/turkey-conduct-half-million-covid-19-antibody-tests-bloomberg,,,,,,
South Asia,Bangladesh,Dhaka,90.39,23.75,Google,insufficient information about assay,,https://www.icddrb.org/news-and-events/press-corner/press-releases?id=97&task=view,https://tbsnews.net/coronavirus-chronicle/covid-19-bangladesh/45-dhaka-population-develops-covid-19-antibodies-144205,http://ddnews.gov.in/international/45-people-dhaka-carry-covid-19-antivirus-iedcr,https://thefinancialexpress.com.bd/national/bangladesh-sees-herd-immunity-study-1602561365,,,,,,
South Asia,Bangladesh,Chattogram & Dhaka,91.85,22.34,Google,insufficient information about sample design,,https://www.icddrb.org/news-and-events/news?id=878,,,,,,,,,
South Asia,India,Karnataka: Bangalore Rural District,77.6,12.97,Google,non-representative sample,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0249247,,,,,,,,,
South Asia,India,"Karnataka: Bangalore Urban District, DJ Halli",77.5,12.8,Google,insufficient information about sample design,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7884660/,,,,,,,,,
South Asia,India,Maharashtra: Aurangabad district,72.82,18.97,SeroTracker,insufficient information about assay,,https://ijcrt.org/papers/IJCRT2009467.pdf,https://twitter.com/DrSubhasree/status/1298116735724265472,,,,,,,,
South Asia,Maldives,Male',73.5,4.17,Google,insufficient information about assay,,"December 6th video, 6:13 - 10:56 : https://www.facebook.com/oneonlinemv/videos/onelive-heoc-press-briefing-regarding-covid19-outbreak-in-maldives/200716321694611/?__so__=permalink&__rv__=related_videos",for the December 6th video: https://twitter.com/HPA_MV/status/1335594914143379457,https://edition.mv/health_emergency_operation_center_heoc/20789,https://twitter.com/HPA_MV/status/1318517246474383360,https://mnu.edu.mv/antibody-testing-covid-19-seroprevalence-study/,https://twitter.com/HPA_MV/status/1326872930760974339,https://twitter.com/HPA_MV/status/1319585266428825600,,,
South Asia,Pakistan,National,73.02,33.68,Google,insufficient information about assay,,https://www.aku.edu/news/Pages/News_Details.aspx?nid=NEWS-002322,page 44: https://www.cdc.gov/coronavirus/2019-ncov/downloads/global-covid-19/seroprevalence-surveys-for-COVID-19.pdf,https://www.dawn.com/news/1575607,,,,,,,
South Asia,Pakistan,Karachi neighborhoods,67.01,24.85,SeroTracker,non-representative sample,,https://www.sciencedirect.com/science/article/pii/S1201971221002587,https://www.medrxiv.org/content/10.1101/2020.07.28.20163451v4,https://www.aku.edu/news/Pages/News_Details.aspx?nid=NEWS-002322,,,,,,,
South Asia,Sri Lanka,Colombo Municipality region: 6 districts,79.86,6.93,SeroTracker,insufficient information about sample design,,https://www.medrxiv.org/content/10.1101/2021.06.18.21259143v1,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3854637,,,,,,,,
East Asia,Japan,Hiroshima: 5 municipalities,NA,NA,SeroTracker,advanced economy,,https://www.pref.hiroshima.lg.jp/site/2019-ncov/message20201030.html,https://www.pref.hiroshima.lg.jp/uploaded/attachment/409861.pdf,https://www.pref.hiroshima.lg.jp/uploaded/attachment/421762.pdf,https://www.pref.hiroshima.lg.jp/soshiki/57/corona-tyousa.html,,,,,,
East Asia,Japan,"Miyagi, Osaka, Tokyo",NA,NA,SeroTracker,advanced economy,,https://wwwnc.cdc.gov/eid/article/27/2/20-4088_article,page 13: https://web.archive.org/web/20200723070434/https://www.mofa.go.jp/files/100068737.pdf  ;  from: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/newpage_00032.html,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000121431_00132.html,https://www.mhlw.go.jp/content/000637286.pdf,https://www.pref.miyagi.jp/release/ho20200525-2.html,,,,,
East Asia,Japan,"Miyagi, Osaka, Tokyo, Aichi, Fukuoka",NA,NA,Twitter,advanced economy,,https://www.mhlw.go.jp/content/000761671.pdf,https://www.pref.aichi.jp/site/covid19-aichi/koutaikekka-kakuteiti.html,https://www.pref.aichi.jp/site/covid19-aichi/koutaikekka.html,https://www.pref.aichi.jp/site/covid19-aichi/koutaityousa.html,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000121431_00132.html,,,,,
East Asia,Japan,Wakayama,NA,NA,Twitter,advanced economy,insufficient information about sample design,http://wave.pref.wakayama.lg.jp/news/kensei/shiryo.php?sid=31587,,,,,,,,,
East Asia,Japan,Utsunomiya City (Greater Tokyo),NA,NA,SeroTracker,advanced economy,,https://onlinelibrary.wiley.com/doi/full/10.1002/jgf2.408,https://www.medrxiv.org/content/10.1101/2020.07.20.20155945v1?rss=1%22,,,,,,,,
